  Saved    Null   Total  Iteration   Relative  Curr Step   Curr Sum    Max Sum
  Steps   Steps   Steps  this Step  Unbalance       Size   of Steps   of Steps
 (    1      50     200     -10/40   1.000000   1.000000   1.000000   1.000000)
      0       6      15          1   7.854745   0.001629   0.922689   0.922689
      0       6      15          2   8.005545   0.001629   0.922689   0.922689
      0       6      15          3   7.807112   0.001629   0.922689   0.922689
      0       6      15          4   7.622012   0.001629   0.922689   0.922689
      0       6      15          5   7.441256   0.001629   0.922689   0.922689
      0       6      15          6   7.264836   0.001629   0.922689   0.922689
      0       6      15          7   7.092647   0.001629   0.922689   0.922689
      0       6      15          8   6.924584   0.001629   0.922689   0.922689
      0       6      15          9   6.760547   0.001629   0.922689   0.922689
      0       6      15         10   6.600436   0.001629   0.922689   0.922689
      0       6      15         11   6.444156   0.001629   0.922689   0.922689
      0       6      15         12   6.291613   0.001629   0.922689   0.922689
      0       6      15         13   6.142716   0.001629   0.922689   0.922689
      0       6      15         14   5.997377   0.001629   0.922689   0.922689
      0       6      15         15   5.855508   0.001629   0.922689   0.922689
      0       6      15         16   5.717025   0.001629   0.922689   0.922689
      0       6      15         17   5.581846   0.001629   0.922689   0.922689
      0       6      15         18   5.449891   0.001629   0.922689   0.922689
      0       6      15         19   5.321081   0.001629   0.922689   0.922689
      0       6      15         20   5.195341   0.001629   0.922689   0.922689
      0       6      15         21   1.247126   0.001629   0.922689   0.922689
