 
 SAP2000 v24.1.0 File: 3D-SIMPLE-BEAM-DYNAMIC-INELASTIC  N, m, C Units  PAGE 1
 m/d/yy h:mm:ss
 
 T I M E   H I S T O R Y   D A T A 
 
 CASE  dynamic-inelastic-0.002
 FUNCTION  disp-1-y:  Joint 1  Displacement  UY    
 FUNCTION  disp-1-z:  Joint 1  Displacement  UZ    
 FUNCTION  shear22-0-0:  Frame 0  Station 1  Shear 2-2    
 FUNCTION  shear22-0-1:  Frame 0  Station 5  Shear 2-2    
 FUNCTION  shear33-0-1:  Frame 0  Station 5  Shear 3-3    
 FUNCTION  shear33-0-0:  Frame 0  Station 1  Shear 3-3    
 FUNCTION  moment22-0-0:  Frame 0  Station 1  Moment 2-2    
 FUNCTION  moment22-0-1:  Frame 0  Station 5  Moment 2-2    
 FUNCTION  shear22-1-1:  Frame 1  Station 3  Shear 2-2    
 FUNCTION  shear33-1-1:  Frame 1  Station 3  Shear 3-3    
 FUNCTION  moment22-1-1:  Frame 1  Station 3  Moment 2-2    
 FUNCTION  moment33-0-0:  Frame 0  Station 1  Moment 3-3    
 FUNCTION  moment33-0-1:  Frame 0  Station 5  Moment 3-3    
 FUNCTION  moment33-1-1:  Frame 1  Station 3  Moment 3-3    
 
       TIME    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION
               disp-1-y    disp-1-z shear22-0-0 shear22-0-1 shear33-0-1 shear33-0-0 moment22-0- moment22-0- shear22-1-1 shear33-1-1 moment22-1- moment33-0- moment33-0- moment33-1-
         0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.
      0.002          0.          0.    -3.10624    -3.10624     0.08369     0.08369     0.07174    -0.09565     8.87497    -0.23912     0.14347    -2.66249     3.54999    -5.32498
      0.004          0.  -1.322E-06   -18.50473   -18.50473       0.502       0.502     0.43029    -0.57372    52.87066    -1.43429     0.86058    -15.8612    21.14826    -31.7224
      0.006  -2.837E-06  -4.140E-06   -57.96255   -57.96255     1.58898     1.58898     1.36198    -1.81597   165.60728    -4.53994     2.72396   -49.68218    66.24291   -99.36437
      0.008  -6.567E-06  -9.444E-06  -132.21886  -132.21886      3.6775      3.6775     3.15215    -4.20286   377.76816   -10.50715     6.30429  -113.33045   151.10727   -226.6609
       0.01  -1.268E-05  -1.789E-05  -250.52609  -250.52609     7.09874     7.09874     6.08463    -8.11284   715.78884   -20.28211    12.16927  -214.73665   286.31554  -429.47331
      0.012  -2.175E-05  -3.002E-05  -420.25466  -420.25466    12.18154    12.18154    10.44132   -13.92176  1200.72761    -34.8044    20.88264  -360.21828   480.29104  -720.43657
      0.014  -3.438E-05  -4.618E-05  -646.57805  -646.57805     19.2519     19.2519    16.50163   -22.00217  1847.36585   -55.00543    33.00326  -554.20975   738.94634  -1108.4195
      0.016  -5.113E-05  -6.659E-05  -932.25176  -932.25176    28.63237    28.63237    24.54203   -32.72271  2663.57647   -81.80678    49.08407  -799.07294  1065.43059  -1598.1459
      0.018  -7.257E-05  -9.125E-05  -1277.4957  -1277.4957    40.64152    40.64152    34.83559   -46.44746  3649.98759  -116.11864    69.67118  -1094.9963  1459.99504  -2189.9926
       0.02  -9.927E-05  -1.200E-04  -1679.9845  -1679.9845    55.59339    55.59339    47.65147    -63.5353   4799.9557  -158.83824    95.30295  -1439.9867  1919.98228  -2879.9734
      0.022  -1.318E-04  -1.525E-04  -2134.6432  -2134.6432    73.78871    73.78871    63.24747   -84.32996  6098.98071  -210.82489   126.49494  -1829.6942  2439.59228   -3659.388
      0.024  -1.705E-04  -1.881E-04  -2633.5599  -2633.5599    95.50628    95.50628    81.86252  -109.15003  7524.45674  -272.87508   163.72505   -2257.337   3009.7827   -4514.674
      0.026  -2.161E-04  -2.262E-04   -3166.627   -3166.627   121.01057   121.01057   103.72335   -138.2978   9047.5067   -345.7445    207.4467   -2714.252  3619.00268   -5428.504
      0.028  -2.689E-04  -2.659E-04    -3722.28    -3722.28   150.55956   150.55956   129.05105  -172.06807  10635.0847  -430.17018   258.10211   -3190.525  4254.03389   -6381.051
       0.03  -3.293E-04  -3.063E-04   -4287.986   -4287.986   184.40422   184.40422   158.06076  -210.74768  12251.3881  -526.86919   316.12152   -3675.416  4900.55523   -7350.833
      0.032  -3.978E-04  -3.465E-04   -4850.785   -4850.785    222.7881    222.7881   190.96123  -254.61497  13859.3867  -636.53742   381.92245   -4157.816  5543.75469   -8315.632
      0.034  -4.749E-04  -3.856E-04   -5397.842   -5397.842   265.94692   265.94692    227.9545  -303.93933  15422.4055  -759.84834     455.909   -4626.722   6168.9622   -9253.443
      0.036  -5.609E-04  -4.226E-04   -5916.992   -5916.992   314.10816   314.10816   269.23556  -358.98075  16905.6909  -897.45188   538.47113   -5071.707  6762.27636  -10143.415
      0.038  -6.562E-04  -4.569E-04   -6397.264   -6397.264   367.49065   367.49065   314.99199  -419.98932  18277.8959  -1049.9733   629.98398   -5483.369  7311.15838  -10966.738
       0.04  -7.613E-04  -4.878E-04   -6829.347   -6829.347   426.30423   426.30423   365.40362  -487.20483  19512.4195  -1218.0121   730.80725   -5853.726   7804.9678  -11707.452
      0.042  -8.764E-04  -5.148E-04   -7207.376   -7207.376   490.78668   490.78668   420.67429  -560.89906  20592.5037  -1402.2476   841.34859   -6177.751  8237.00147  -12355.502
      0.044      -0.001  -5.379E-04   -7530.569   -7530.569   561.24071   561.24071   481.06347  -641.41796  21515.9109  -1603.5449   962.12694   -6454.773  8606.36438  -12909.547
      0.046    -0.00114  -5.573E-04   -7801.871   -7801.871   637.99609   637.99609   546.85379  -729.13839  22291.0586   -1822.846  1093.70759   -6687.318  8916.42344  -13374.635
      0.048    -0.00129  -5.733E-04   -8026.444   -8026.444   721.37169   721.37169   618.31859  -824.42479  22932.6982   -2061.062  1236.63718   -6879.809  9173.07928  -13759.619
       0.05    -0.00145  -5.865E-04    -8211.45    -8211.45   811.67495   811.67495   695.72139  -927.62851  23461.2853  -2319.0713  1391.44277   -7038.386  9384.51412  -14076.771
      0.052    -0.00162  -5.976E-04   -8365.737   -8365.737   909.20135   909.20135   779.31545  -1039.0873  23902.1055  -2597.7182  1558.63089   -7170.632   9560.8422  -14341.263
      0.054    -0.00181  -6.071E-04   -8499.468   -8499.468  1014.23391  1014.23391   869.34335  -1159.1245  24284.1941  -2897.8112   1738.6867   -7285.258  9713.67765  -14570.516
      0.056    -0.00201  -6.160E-04   -8623.684   -8623.684  1127.04267  1127.04267   966.03657  -1288.0488  24639.0958   -3220.122  1932.07315   -7391.729  9855.63833  -14783.457
      0.058    -0.00223  -6.250E-04   -8749.831   -8749.831  1247.88426  1247.88426  1069.61508  -1426.1534  24999.5167   -3565.384  2139.23015   -7499.855  9999.80669   -14999.71
       0.06    -0.00246  -6.349E-04   -8889.274   -8889.274  1377.00142  1377.00142  1180.28693  -1573.7159  25397.9271    -3934.29  2360.57386   -7619.378  10159.1709  -15238.756
      0.062     -0.0027  -6.463E-04   -9048.086   -9048.086  1514.49531  1514.49531  1298.13884  -1730.8518   25851.673   -4327.129  2596.27767   -7755.502  10340.6692  -15511.004
      0.064    -0.00296  -6.587E-04   -9222.057   -9222.057  1660.19797  1660.19797  1423.02683  -1897.3691  26348.7336   -4743.423  2846.05366    -7904.62  10539.4934   -15809.24
      0.066    -0.00324  -6.715E-04   -9401.608   -9401.608  1813.79996  1813.79996  1554.68568  -2072.9142   26861.736   -5182.286  3109.37135   -8058.521  10744.6944  -16117.042
      0.068    -0.00353  -6.841E-04   -9576.919   -9576.919  1974.97818  1974.97818  1692.83844  -2257.1179  27362.6266   -5642.795  3385.67688   -8208.788  10945.0506  -16417.576
       0.07    -0.00383  -6.956E-04   -9738.354   -9738.354  2143.39648  2143.39648  1837.19698   -2449.596  27823.8689    -6123.99  3674.39397   -8347.161  11129.5475  -16694.321
      0.072    -0.00414  -7.055E-04   -9876.867   -9876.867  2318.70619  2318.70619  1987.46245  -2649.9499  28219.6205   -6624.875   3974.9249   -8465.886  11287.8482  -16931.772
      0.074    -0.00447  -7.132E-04   -9984.393   -9984.393  2500.54674  2500.54674  2143.32578  -2857.7677  28526.8369   -7144.419  4286.65155   -8558.051  11410.7348  -17116.102
      0.076     -0.0048  -7.182E-04   -10054.19   -10054.19  2688.54628  2688.54628  2304.46824  -3072.6243  28726.2564   -7681.561  4608.93648   -8617.877  11490.5026  -17235.754
      0.078    -0.00515  -7.201E-04  -10081.128  -10081.128  2882.32235  2882.32235  2470.56201   -3294.083  28803.2226   -8235.207  4941.12402   -8640.967   11521.289  -17281.934
       0.08     -0.0055  -7.187E-04  -10061.909  -10061.909  3081.48247  3081.48247  2641.27069   -3521.694  28748.3107   -8804.236  5282.54138   -8624.493  11499.3243  -17248.986
      0.082    -0.00587  -7.141E-04   -9998.062   -9998.062  3285.70188  3285.70188   2816.3159   -3755.088  28565.8921    -9387.72   5632.6318   -8569.768  11426.3569  -17139.535
      0.084    -0.00624  -7.071E-04   -9898.738   -9898.738  3494.80098  3494.80098   2995.5437   -3994.058  28282.1089   -9985.146   5991.0874   -8484.633  11312.8436  -16969.265
      0.086    -0.00662  -6.984E-04   -9777.458   -9777.458  3708.66872  3708.66872   3178.8589   -4238.479  27935.5953  -10596.196   6357.7178   -8380.679  11174.2381  -16761.357
      0.088    -0.00701  -6.892E-04   -9648.683   -9648.683   3927.1858   3927.1858  3366.15926   -4488.212  27567.6657  -11220.531  6732.31851     -8270.3  11027.0663  -16540.599
       0.09    -0.00741  -6.805E-04   -9527.192   -9527.192  4150.22491  4150.22491  3557.33564   -4743.114  27220.5493  -11857.785  7114.67127   -8166.165  10888.2197   -16332.33
      0.092    -0.00782  -6.734E-04   -9427.455   -9427.455  4377.65092  4377.65092  3752.27222    -5003.03  26935.5864  -12507.574  7504.54444   -8080.676  10774.2346  -16161.352
      0.094    -0.00823  -6.688E-04   -9363.012   -9363.012  4609.32114  4609.32114  3950.84669   -5267.796  26751.4616  -13169.489  7901.69339   -8025.438  10700.5846  -16050.877
      0.096    -0.00865  -6.676E-04   -9345.893   -9345.893  4845.08554  4845.08554  4152.93047   -5537.241  26702.5513  -13843.102  8305.86093   -8010.765  10681.0205  -16021.531
      0.098    -0.00908  -6.704E-04   -9386.109   -9386.109  5084.78702  5084.78702  4358.38888   -5811.185  26817.4551  -14527.963  8716.77775   -8045.237   10726.982  -16090.473
        0.1    -0.00951  -6.779E-04   -9491.221   -9491.221  5328.26169  5328.26169  4567.08145   -6089.442  27117.7737  -15223.605  9134.16289   -8135.332  10847.1095  -16270.664
      0.102    -0.00996  -6.902E-04   -9663.478   -9663.478  5575.27077  5575.27077  4778.80351   -6371.738  27609.9363  -15929.345  9557.60703   -8282.981  11043.9745  -16565.962
      0.104     -0.0104  -7.069E-04   -9897.187   -9897.187  5825.43264  5825.43264  4993.22798   -6657.637  28277.6763  -16644.093  9986.45596   -8483.303  11311.0705  -16966.606
      0.106    -0.01085  -7.272E-04  -10181.491  -10181.491  6078.29189  6078.29189  5209.96448   -6946.619  29089.9756  -17366.548   10419.929   -8726.993  11635.9902  -17453.985
      0.108    -0.01131  -7.502E-04  -10503.374  -10503.374  6333.38844  6333.38844  5428.61866   -7238.158  30009.6398  -18095.396  10857.2373   -9002.892  12003.8559  -18005.784
       0.11    -0.01177  -7.749E-04  -10848.211  -10848.211  6590.25835  6590.25835  5648.79287   -7531.724  30994.8878   -18829.31  11297.5857   -9298.466  12397.9551  -18596.933
      0.112    -0.01223  -8.000E-04  -11200.398  -11200.398   6848.4346   6848.4346   5870.0868   -7826.782   32001.136  -19566.956  11740.1736   -9600.341  12800.4545  -19200.682
      0.114    -0.01269  -8.246E-04  -11544.017  -11544.017  7107.44794  7107.44794  6092.09824   -8122.798   32982.905  -20306.994  12184.1965   -9894.871  13193.1618  -19789.743
      0.116    -0.01316  -8.474E-04  -11863.515  -11863.515  7366.82767  7366.82767  6314.42372   -8419.232   33895.758  -21048.079  12628.8474  -10168.728  13558.3033  -20337.455
      0.118    -0.01362  -8.675E-04  -12144.373  -12144.373  7626.10244  7626.10244  6536.65924   -8715.546   34698.207  -21788.864  13073.3185  -10409.462  13879.2829  -20818.924
       0.12    -0.01408  -8.838E-04  -12373.717  -12373.717  7884.80111  7884.80111  6758.40095   -9011.201   35353.478  -22528.003  13516.8019  -10606.043  14141.3912  -21212.087
      0.122    -0.01454  -8.957E-04  -12539.533  -12539.533  8142.41721  8142.41721  6979.21475    -9305.62   35827.237  -23264.049  13958.4295  -10748.171  14330.8946  -21496.342
      0.124      -0.015  -9.021E-04  -12629.822  -12629.822  8398.37357  8398.37357  7198.60592   -9598.141   36085.207  -23995.353  14397.2118  -10825.562  14434.0827  -21651.124
      0.126    -0.01545  -9.025E-04  -12634.469  -12634.469   8652.0596   8652.0596  7416.05109   -9888.068   36098.483   -24720.17  14832.1022  -10829.545  14439.3931   -21659.09
      0.128     -0.0159  -8.965E-04   -12413.62   -12413.62  8875.53526  8875.53526  7612.81325  -10138.257   34762.801  -25217.735  15079.5526  -10666.303  14160.9359  -20602.237
       0.13    -0.01634  -8.847E-04  -12110.507  -12110.507  9095.41048  9095.41048  7806.53355  -10384.287   33188.347  -25704.267  15319.9793  -10432.772  13788.2423  -19400.104
      0.132    -0.01677  -8.681E-04  -11751.721  -11751.721  9313.66748  9313.66748  7998.44064  -10628.894  31511.2387  -26197.457   15568.563  -10149.389  13354.0525  -18157.186
      0.134     -0.0172  -8.479E-04    -11351.7    -11351.7   9529.4396   9529.4396  8187.86403  -10871.015  29764.0801  -26693.101  15822.0856   -9828.893  12874.5064  -16889.574
      0.136    -0.01762  -8.254E-04   -10926.07   -10926.07  9741.85082  9741.85082  8374.12701  -11109.575  27981.5065  -27186.692  16077.1174   -9485.049  12367.0917  -15614.415
      0.138    -0.01803  -8.018E-04  -10491.048  -10491.048  9950.00984  9950.00984  8556.54313  -11343.477  26199.3812  -27673.591  16330.1147   -9132.143  11849.9527  -14349.429
       0.14    -0.01843  -7.785E-04  -10062.931  -10062.931   10153.027   10153.027    8734.428  -11571.626  24453.7242  -28149.147  16577.5209   -8784.537  11341.3261  -13112.398
      0.142    -0.01882  -7.569E-04   -9659.694   -9659.694   10350.026   10350.026     8907.12  -11792.932  22783.7894  -28608.436  16815.5036   -8458.084  10861.3045  -11922.485
      0.144    -0.01919  -7.387E-04   -9302.525   -9302.525  10540.1564  10540.1564  9074.00199  -12006.311  21235.0421  -29046.012  17039.7014   -8171.504  10433.5463  -10801.496
      0.146    -0.01956  -7.257E-04   -9013.086   -9013.086  10722.6212  10722.6212  9234.50733  -12210.735  19853.6369  -29456.453   17245.718   -7943.948  10082.2238   -9771.413
      0.148    -0.01991  -7.195E-04   -8810.751   -8810.751   10896.704   10896.704  9388.12612  -12405.282  18680.8726    -29834.9   17429.618   -7792.542  9828.95897   -8851.914
       0.15    -0.02025  -7.214E-04   -8712.019   -8712.019  11061.7888  11061.7888  9534.41868  -12589.159  17751.9466  -30177.203  17588.0446   -7731.872  9692.16588   -8059.781
      0.152    -0.02058  -7.326E-04   -8730.013   -8730.013   11217.376   11217.376  9673.02702  -12761.725  17094.8936  -30480.045  17718.3204   -7773.535   9686.4913   -7408.402
      0.154    -0.02089  -7.537E-04   -8874.079   -8874.079  11363.0963  11363.0963    9803.684  -12922.509  16729.7407  -30741.035  17818.5266    -7925.79   9822.3688   -6907.372
      0.156    -0.02119  -7.851E-04   -9149.501   -9149.501  11498.7199  11498.7199  9926.21985   -13071.22  16667.9043   -30958.78  17887.5603     -8193.3  10105.7007   -6562.204
      0.158    -0.02148  -8.270E-04   -9557.337   -9557.337  11624.1617  11624.1617  10040.5659  -13207.758  16911.8471  -31132.925  17925.1672   -8576.997  10537.6771    -6374.17
       0.16    -0.02175  -8.792E-04   -10094.39   -10094.39   11739.483   11739.483  10146.7556   -13332.21  17455.0051  -31264.158  17931.9478   -9074.042  11114.7379   -6340.267
      0.162    -0.02202  -9.407E-04  -10751.601  -10751.601   11845.015   11845.015  10244.9929  -13445.037  18276.2252  -31354.373  17909.7391   -9676.272  11826.9295   -6451.311
      0.164    -0.02226    -0.00101  -11509.194  -11509.194  11940.7865  11940.7865  10335.2571  -13546.316  19341.5183  -31408.155   17861.956  -10366.509  12651.8777   -6690.227
      0.166     -0.0225    -0.00109  -12343.848  -12343.848  12027.3646  12027.3646  10417.8766  -13636.853  20601.1268  -31430.497  17793.0823  -11123.976  13563.7194   -7034.597
      0.168    -0.02272    -0.00116  -13231.797  -13231.797   12105.844   12105.844  10493.5348  -13718.153   21995.377  -31426.174  17708.1305  -11927.026  14536.5681   -7459.356
       0.17    -0.02292    -0.00125  -14140.993  -14140.993  12176.1025  12176.1025   10562.107  -13790.098  23473.4867  -31402.994  17612.4899   -12748.09  15533.8966    -7937.56
      0.172    -0.02311    -0.00132  -15045.464  -15045.464  12239.4776  12239.4776  10624.4436  -13854.512  24968.2952  -31366.187  17511.7593  -13563.427  16527.5022   -8441.213
      0.174    -0.02328     -0.0014  -15913.441  -15913.441  12296.1867  12296.1867  10680.6504  -13911.723  26423.6355  -31323.294  17411.5712  -14345.401   17481.481   -8942.155
      0.176    -0.02344    -0.00147  -16717.249  -16717.249   12347.102   12347.102  10731.2704  -13962.934  27778.1509  -31280.351  17317.4173  -15069.271  18365.2265   -9412.924
      0.178    -0.02358    -0.00153  -17429.697  -17429.697   12392.828   12392.828   10776.669  -14008.987  28976.0552  -31243.464   17234.477  -15710.966  19148.4289   -9827.626
       0.18     -0.0237    -0.00159  -18026.129  -18026.129  12433.9231  12433.9231  10817.1807  -14050.665  29966.3598  -31218.122  17167.4561  -16248.629  19803.6283  -10162.732
      0.182     -0.0238    -0.00163  -18486.131  -18486.131  12470.8478  12470.8478  10853.0807  -14088.615  30706.8641  -31208.863  17120.2483  -16664.168  20308.0936   -10398.77
      0.184    -0.02389    -0.00166  -18795.255  -18795.255  12503.9416  12503.9416  10884.5761  -14123.307  31167.6367  -31218.929  17095.6217  -16944.778  20645.7329  -10521.904
      0.186    -0.02396    -0.00167  -18944.049  -18944.049  12533.3539  12533.3539  10911.7522  -14154.956  31330.3138  -31250.475  17095.3248  -17082.143  20805.9546  -10523.389
      0.188    -0.02402    -0.00167  -18928.792  -18928.792  12559.3526  12559.3526  10934.7723  -14183.933  31183.3353  -31304.079  17120.2248  -17072.744  20784.8407  -10398.888
       0.19    -0.02405    -0.00166  -18736.647  -18736.647  12579.2664  12579.2664  10951.8388  -14206.694   30633.916  -31360.889  17154.3241  -16908.036  20565.2585  -10069.304
      0.192    -0.02407    -0.00163  -18355.094  -18355.094  12589.1679  12589.1679  10960.3175  -14218.018  29542.2535  -31388.877  17171.1641  -16580.948  20129.2391   -9414.541
      0.194    -0.02407    -0.00159  -17797.678  -17797.678  12588.8345  12588.8345  10960.0462  -14217.623  27952.2561  -31388.448  17170.8251  -16103.236  19492.1203   -8460.136
      0.196    -0.02405    -0.00154  -17087.171  -17087.171   12578.409   12578.409  10951.1102  -14205.708  25922.2358  -31358.661   17152.953   -15494.23  18680.1121   -7242.124
      0.198    -0.02401    -0.00148  -16251.324  -16251.324  12557.7368  12557.7368  10933.3992  -14182.074  23535.5515  -31299.888   17117.644   -14777.83  17724.8174   -5809.887
        0.2    -0.02396    -0.00141  -15323.916  -15323.916  12526.8178  12526.8178  10906.9098  -14146.726  20888.0862  -31212.002  17064.8418  -13982.972  16664.8597   -4221.055
      0.202    -0.02389    -0.00134  -14343.529  -14343.529     12485.8     12485.8  10871.7419  -14099.858  18085.2226  -31094.457  16994.3693  -13142.591  15544.4664  -2539.6101
      0.204    -0.02379    -0.00127  -13349.621  -13349.621   12434.468   12434.468  10827.7595  -14041.176  15248.4481  -30948.386  16906.6349  -12290.752   14408.489  -837.08443
      0.206    -0.02369     -0.0012  -12385.227  -12385.227  12373.1804  12373.1804   10775.214  -13971.147   12490.642    -30772.8  16801.3577  -11464.062   13306.391   817.22668
      0.208    -0.02356    -0.00114  -11490.402  -11490.402  12301.9587  12301.9587  10714.1354  -13889.782  9928.34354  -30568.178  16678.7605  -10696.913  12283.8911  2353.72593
       0.21    -0.02341    -0.00108  -10700.349  -10700.349  12220.4615  12220.4615  10644.3151  -13796.608  7677.25786  -30336.571  16539.6028  -10019.897  11380.8011  3705.34308
      0.212    -0.02325    -0.00104  -10051.533  -10051.533  12129.5304  12129.5304  10566.3365  -13692.724  5816.71473  -30075.411   16383.118   -9463.581  10639.4858  4820.61368
      0.214    -0.02307      -0.001   -9566.899   -9566.899  12028.5109  12028.5109  10479.7887  -13577.233  4439.30283  -29788.235  16210.5867   -9048.382  10085.4171  5648.18953
      0.216    -0.02287  -9.802E-04   -9270.463   -9270.463  11918.3995  11918.3995  10385.3646  -13451.434  3584.62654  -29472.088  16021.1384   -8794.079   9746.8471  6159.79512
      0.218    -0.02266  -9.730E-04   -9170.629   -9170.629  11798.6782  11798.6782  10282.7507  -13314.606  3300.17884  -29130.186  15815.9725   -8708.529  9632.72828  6330.58729
       0.22    -0.02243  -9.803E-04   -9272.289   -9272.289  11669.8335  11669.8335  10172.3063  -13167.361  3589.53233  -28761.837  15594.9977   -8795.635  9748.94222  6156.80336
      0.222    -0.02218      -0.001   -9566.727   -9566.727  11531.7969  11531.7969  10054.0106  -13009.583  4434.63314  -28368.217  15358.7057   -9048.118  10085.3357  5650.34173
      0.224    -0.02192    -0.00103  -10034.809  -10034.809   11384.954   11384.954  9928.12296  -12841.785  5767.99637  -27947.863  15106.6182    -9449.22  10620.3987  4849.69918
      0.226    -0.02164    -0.00108  -10643.336  -10643.336  11228.8015  11228.8015  9794.30021  -12663.303   7510.6461  -27502.513  14839.2838   -9970.926  11315.7472  3804.73164
      0.228    -0.02135    -0.00113   -11357.72   -11357.72  11063.7841  11063.7841  9652.83408  -12474.734   9547.6708   -27030.22  14556.0349  -10583.141  12132.2987  2581.88351
       0.23    -0.02104    -0.00118   -12134.19   -12134.19  10889.4202  10889.4202  9503.40184  -12275.438  11770.2197   -26532.85  14257.4865    -11248.8  13019.5796  1248.98641
      0.232    -0.02071    -0.00124  -12930.212  -12930.212  10706.0346  10706.0346  9346.22137  -12065.848  14045.8649   -26009.15  13943.2263  -11931.141  13929.2841   -116.1994
      0.234    -0.02036     -0.0013  -13700.822  -13700.822  10513.6448  10513.6448  9181.30862  -11845.981  16246.3023  -25459.204  13613.2993  -12591.627  14810.0172  -1436.6648
      0.236       -0.02    -0.00135   -14401.43   -14401.43  10312.1368  10312.1368  9008.59481  -11615.679  18249.3621  -24883.732  13267.9745  -13192.185  15610.6756   -2638.295
      0.238    -0.01963    -0.00139  -14991.958  -14991.958  10101.7189  10101.7189  8828.22911  -11375.209  19935.2341  -24282.268  12907.1382  -13698.314  16285.6011   -3650.028
       0.24    -0.01924    -0.00142  -15435.483  -15435.483  9882.30285  9882.30285  8640.16593   -11124.44  21203.8355  -23655.642  12531.1197  -14078.517  16792.4486   -4410.973
      0.242    -0.01883    -0.00144  -15702.271  -15702.271  9654.11743  9654.11743  8444.57044  -10863.664  21964.6496  -23003.396  12139.8169  -14307.153  17097.3894   -4867.685
      0.244    -0.01841    -0.00144   -15767.15   -15767.15  9417.03972  9417.03972  8241.36935   -10592.71  22151.5236  -22326.333  11733.5319  -14362.805  17171.4945   -4979.575
      0.246    -0.01797    -0.00143  -15614.599  -15614.599  9171.28832  9171.28832  8030.71644   -10311.86  21714.0739  -21623.868  11312.1023  -14232.003  16997.1954   -4717.353
      0.248    -0.01751    -0.00141  -15236.597  -15236.597  8916.73445  8916.73445  7812.53684  -10020.932  20635.7633   -20896.91   10875.875  -13908.048  16565.1458   -4070.103
       0.25    -0.01704    -0.00136  -14636.655  -14636.655  8653.64895  8653.64895  7587.02489   -9720.273  18919.8253  -20144.874  10424.7098  -13393.761  15879.5476  -3040.8227
      0.252    -0.01656    -0.00131  -13825.733  -13825.733  8381.90673  8381.90673  7354.11386     -9409.7  16604.8639  -19368.859  9959.03992   -12698.74  14952.7259  -1651.5414
      0.254    -0.01606    -0.00123  -12825.991  -12825.991  8101.83869  8101.83869  7114.04381   -9089.634  13746.3449  -18568.242  9478.73557  -11841.759  13810.2217    63.24145
      0.256    -0.01554    -0.00115  -11665.299  -11665.299  7813.31472  7813.31472  6866.75023   -8759.879  10432.3679  -17744.345  8984.32605  -10846.945   12483.654  2051.98291
      0.258    -0.01501    -0.00106  -10380.949  -10380.949  7516.73267  7516.73267  6612.52335   -8420.942  6760.32859  -16896.474   8475.6805   -9746.004   11015.893  4254.82295
       0.26    -0.01447  -9.618E-04   -9012.972   -9012.972  7211.99034  7211.99034   6351.3227   -8072.658  2853.09656  -16026.036  7953.37806   -8573.488  9452.45646  6599.35989
      0.262    -0.01391  -8.615E-04   -7608.014   -7608.014  6899.42237  6899.42237   6083.4073   -7715.437  -1161.0707  -15132.985  7417.54726   -7369.238  7846.78955  9007.86025
      0.264    -0.01334  -7.620E-04   -6215.564   -6215.564  6579.25254  6579.25254  5808.97601   -7349.529   -5139.498  -14218.214  6868.68469    -6175.71  6255.41845  11394.9169
      0.266    -0.01275  -6.670E-04   -4885.853   -4885.853  6251.78415  6251.78415  5528.28882   -6975.279   -8938.672   -13282.59  6307.31031   -5035.958  4735.74906   13674.421
      0.268    -0.01216  -5.799E-04   -3666.431   -3666.431  5917.33313  5917.33313  5241.61651    -6593.05  -12422.735  -12327.015  5733.96569   -3990.739  3342.12394  15764.8587
       0.27    -0.01155  -5.038E-04   -2600.136   -2600.136  5576.22743  5576.22743   4949.2402   -6203.215  -15469.293  -11352.428  5149.21307  -3076.7714  2123.50051  17592.7938
      0.272    -0.01093  -4.411E-04  -1723.2625  -1723.2625  5228.80653  5228.80653  4651.45086   -5806.162  -17974.646  -10359.797  4553.63439  -2325.1656  1121.35943  19096.0054
